work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,Senior-level,Full-Time,Data Scientist,191000,USD,191000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Researcher,374000,USD,374000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,228000,USD,228000,US,On-site,United States,M
2023,Entry-level/Junior,Full-Time,Data Analyst,86000,USD,86000,US,On-site,United States,M
2023,Senior-level,Full-Time,Business Intelligence,135000,USD,135000,US,Fully Remote,United States,M
2024,Senior-level,Full-Time,Machine Learning Engineer,95325,USD,95325,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Analyst,106000,USD,106000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,183500,USD,183500,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Analyst,150000,USD,150000,US,On-site,United States,M
2023,Mid-level,Full-Time,Business Intelligence,68274,USD,68274,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Engineer,150000,USD,150000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Engineer,72000,USD,72000,US,Fully Remote,United States,M
2022,Senior-level,Full-Time,Data Engineer,154000,USD,154000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Researcher,345000,USD,345000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Engineer,83900,USD,83900,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Researcher,164000,USD,164000,US,Fully Remote,United States,M
2021,Mid-level,Full-Time,Machine Learning Engineer,81000,EUR,95746,DE,Fully Remote,United States,S
2023,Senior-level,Full-Time,Data Engineer,136600,USD,136600,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Analyst,74400,USD,74400,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Analyst,122000,USD,122000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Scientist,235000,USD,235000,US,Fully Remote,United States,M
2020,Senior-level,Full-Time,Data Scientist,80000,EUR,91237,AT,On-site,Austria,S
2023,Senior-level,Full-Time,Data Researcher,156400,USD,156400,US,Fully Remote,United States,M
2023,Mid-level,Full-Time,Machine Learning Engineer,219000,USD,219000,US,Hybrid,United States,L
2024,Senior-level,Full-Time,Data Analyst,83576,USD,83576,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Analyst,104300,USD,104300,US,On-site,United States,L
2024,Senior-level,Full-Time,Machine Learning Engineer,92000,USD,92000,AR,Fully Remote,Argentina,M
2023,Senior-level,Full-Time,Data Scientist,189750,USD,189750,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Engineer,112200,USD,112200,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Engineer,143000,USD,143000,US,Fully Remote,United States,M
2023,Mid-level,Full-Time,Data Engineer,129300,USD,129300,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Management,115500,USD,115500,US,On-site,United States,M
2024,Mid-level,Full-Time,Data Engineer,118400,USD,118400,US,On-site,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,212800,USD,212800,US,On-site,United States,M
2023,Mid-level,Full-Time,Machine Learning Engineer,180000,USD,180000,US,On-site,United States,M
2024,Mid-level,Full-Time,Data Scientist,42507,GBP,53133,GB,On-site,United Kingdom,M
2023,Senior-level,Full-Time,Data Scientist,140000,GBP,172256,GB,Fully Remote,United Kingdom,M
2023,Mid-level,Full-Time,Machine Learning Engineer,120000,USD,120000,US,On-site,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,157250,USD,157250,US,Fully Remote,United States,M
2024,Entry-level/Junior,Full-Time,Machine Learning Engineer,162240,USD,162240,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,180000,USD,180000,US,Fully Remote,United States,M
2024,Senior-level,Full-Time,Data Analyst,140000,USD,140000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,153000,USD,153000,US,Fully Remote,United States,M
2023,Entry-level/Junior,Full-Time,Data Analyst,75065,USD,75065,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Engineer,179820,USD,179820,US,On-site,United States,M
2023,Executive-level,Full-Time,Data Engineer,220000,USD,220000,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Scientist,55000,GBP,68750,US,On-site,United States,M
2022,Mid-level,Full-Time,Data Engineer,80000,EUR,84053,ES,Fully Remote,Spain,M
2024,Senior-level,Full-Time,Data Scientist,146900,USD,146900,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Scientist,130000,USD,130000,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Scientist,225000,USD,225000,US,On-site,United States,M
2023,Executive-level,Full-Time,Data Scientist,353200,USD,353200,US,On-site,United States,M
2022,Senior-level,Full-Time,Data Engineer,132100,USD,132100,US,Fully Remote,United States,L
2023,Senior-level,Full-Time,Data Scientist,168800,USD,168800,US,Fully Remote,United States,M
2023,Mid-level,Full-Time,Data Engineer,114000,USD,114000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,129300,USD,129300,US,On-site,United States,M
2024,Mid-level,Full-Time,Data Scientist,170000,USD,170000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Analyst,125000,USD,125000,US,On-site,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,280000,USD,280000,US,On-site,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,204500,USD,204500,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Researcher,155850,USD,155850,US,On-site,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,157250,USD,157250,US,On-site,United States,M
2022,Senior-level,Full-Time,Data Engineer,132320,USD,132320,US,Fully Remote,United States,M
2024,Mid-level,Full-Time,Data Engineer,100000,USD,100000,US,On-site,United States,M
2024,Mid-level,Full-Time,Data Engineer,36620,GBP,45775,GB,On-site,United Kingdom,M
2023,Senior-level,Full-Time,Machine Learning Engineer,109400,USD,109400,US,On-site,United States,M
2024,Mid-level,Full-Time,Data Engineer,235000,USD,235000,US,On-site,United States,M
2021,Entry-level/Junior,Full-Time,Machine Learning Engineer,20000,USD,20000,IN,Fully Remote,India,S
2023,Senior-level,Full-Time,Data Engineer,160000,USD,160000,US,Fully Remote,United States,M
2024,Mid-level,Full-Time,Data Engineer,148100,USD,148100,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Engineer,123906,USD,123906,US,On-site,United States,M
2024,Senior-level,Full-Time,Machine Learning Engineer,167200,USD,167200,US,On-site,United States,M
2023,Mid-level,Full-Time,Machine Learning Engineer,110000,USD,110000,US,Fully Remote,United States,L
2022,Senior-level,Full-Time,Data Scientist,215300,USD,215300,US,On-site,United States,L
2024,Mid-level,Full-Time,Data Engineer,116200,USD,116200,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Engineer,65000,USD,65000,US,Fully Remote,United States,M
2024,Senior-level,Full-Time,Machine Learning Engineer,190400,USD,190400,US,On-site,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,247300,USD,247300,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Engineer,133300,USD,133300,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Researcher,200000,USD,200000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,145000,USD,145000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Researcher,136000,USD,136000,US,On-site,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,205318,USD,205318,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,170000,USD,170000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,185900,USD,185900,US,On-site,United States,M
2020,Senior-level,Full-Time,Data Scientist,120000,USD,120000,US,Hybrid,United States,L
2024,Senior-level,Full-Time,Data Architect,81800,USD,81800,US,On-site,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,140100,USD,140100,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Scientist,133200,USD,133200,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Scientist,122000,USD,122000,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Scientist,108560,USD,108560,US,On-site,United States,M
2024,Mid-level,Full-Time,Data Analyst,81200,USD,81200,US,On-site,United States,M
2022,Senior-level,Full-Time,Data Analyst,70000,GBP,86193,GB,On-site,United Kingdom,M
2023,Mid-level,Full-Time,Business Intelligence,153800,USD,153800,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Scientist,136000,USD,136000,US,On-site,United States,L
2023,Senior-level,Full-Time,Machine Learning Engineer,280000,USD,280000,US,On-site,United States,M
2021,Senior-level,Full-Time,Data Researcher,50000,USD,50000,FR,Fully Remote,United States,S
2023,Entry-level/Junior,Full-Time,Data Engineer,35000,GBP,43064,GB,Fully Remote,United Kingdom,M
2024,Senior-level,Full-Time,Data Scientist,273500,USD,273500,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Engineer,146000,USD,146000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Analyst,85500,USD,85500,US,On-site,United States,M
2023,Mid-level,Full-Time,Machine Learning Engineer,180000,USD,180000,US,Fully Remote,United States,M
2024,Senior-level,Full-Time,Data Analyst,82000,USD,82000,US,On-site,United States,M
2024,Senior-level,Full-Time,Business Intelligence,147500,USD,147500,US,Fully Remote,United States,M
2023,Mid-level,Full-Time,Data Researcher,102000,USD,102000,US,On-site,United States,M
2023,Executive-level,Full-Time,Data Management,329500,USD,329500,US,On-site,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,218000,USD,218000,US,Fully Remote,United States,M
2024,Senior-level,Full-Time,Business Intelligence,134900,USD,134900,US,On-site,United States,M
2022,Mid-level,Full-Time,Data Analyst,1440000,INR,18314,IN,Hybrid,India,L
2022,Senior-level,Full-Time,Data Scientist,180000,USD,180000,US,Fully Remote,United States,M
2020,Mid-level,Full-Time,Data Scientist,115000,USD,115000,AE,On-site,United Arab Emirates,L
2023,Executive-level,Full-Time,Data Engineer,135000,USD,135000,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Developer,71000,USD,71000,CA,On-site,Canada,M
2020,Mid-level,Full-Time,Data Researcher,450000,USD,450000,US,On-site,United States,M
2023,Executive-level,Full-Time,Data Scientist,200000,USD,200000,US,On-site,United States,M
2022,Senior-level,Full-Time,Data Analyst,68400,USD,68400,US,Fully Remote,United States,M
2022,Senior-level,Full-Time,Data Analyst,95000,USD,95000,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Scientist,54000,USD,54000,KR,On-site,South Korea,S
2024,Senior-level,Full-Time,Data Engineer,168600,USD,168600,US,Fully Remote,United States,M
2024,Executive-level,Full-Time,Data Engineer,160000,USD,160000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Analyst,160000,USD,160000,US,Fully Remote,United States,M
2024,Senior-level,Full-Time,Data Researcher,144600,USD,144600,US,On-site,United States,M
2021,Entry-level/Junior,Full-Time,Data Scientist,2200000,INR,29751,IN,Hybrid,India,L
2022,Mid-level,Full-Time,Data Engineer,75000,USD,75000,US,Fully Remote,United States,M
2022,Senior-level,Full-Time,Data Engineer,145000,USD,145000,US,On-site,United States,M
2024,Executive-level,Full-Time,Data Engineer,314000,USD,314000,CA,Fully Remote,Canada,M
2023,Senior-level,Full-Time,Data Engineer,124500,USD,124500,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Engineer,175000,USD,175000,US,On-site,United States,M
2024,Mid-level,Full-Time,Data Scientist,179000,USD,179000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,187000,USD,187000,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Engineer,123500,USD,123500,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,198200,USD,198200,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Scientist,143250,USD,143250,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Analyst,150000,USD,150000,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Engineer,194500,USD,194500,US,On-site,United States,M
2024,Mid-level,Full-Time,Data Researcher,73000,USD,73000,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Engineer,169000,USD,169000,US,On-site,United States,M
2022,Senior-level,Full-Time,Data Scientist,136000,USD,136000,US,Fully Remote,United States,M
2021,Senior-level,Full-Time,Data Analyst,45000,GBP,61896,GB,Hybrid,United Kingdom,L
2023,Senior-level,Full-Time,Machine Learning Engineer,331640,USD,331640,US,On-site,United States,M
2023,Mid-level,Full-Time,Business Intelligence,80000,USD,80000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Researcher,132500,USD,132500,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,203649,USD,203649,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Researcher,125000,USD,125000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Engineer,145000,USD,145000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Management,350000,USD,350000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,153600,USD,153600,US,On-site,United States,M
2024,Senior-level,Full-Time,Machine Learning Engineer,220600,USD,220600,US,On-site,United States,M
2023,Senior-level,Full-Time,Business Intelligence,165600,USD,165600,US,On-site,United States,L
2023,Mid-level,Full-Time,Data Scientist,72700,USD,72700,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Scientist,180000,USD,180000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,145900,USD,145900,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Engineer,160000,USD,160000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Business Intelligence,66825,USD,66825,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Researcher,321000,USD,321000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Engineer,172900,USD,172900,US,On-site,United States,M
2024,Mid-level,Full-Time,Data Analyst,154000,USD,154000,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Engineer,95000,USD,95000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,202353,USD,202353,US,On-site,United States,M
2022,Senior-level,Full-Time,Data Engineer,209100,USD,209100,US,Fully Remote,United States,L
2024,Senior-level,Full-Time,Machine Learning Engineer,145400,USD,145400,US,On-site,United States,M
2020,Entry-level/Junior,Full-Time,Data Scientist,43200,EUR,49268,DE,On-site,Germany,S
2024,Mid-level,Full-Time,Data Scientist,46203,GBP,57753,GB,On-site,United Kingdom,M
2023,Senior-level,Full-Time,Business Intelligence,225000,USD,225000,US,On-site,United States,M
2023,Entry-level/Junior,Full-Time,Data Engineer,160000,USD,160000,US,On-site,United States,M
2024,Mid-level,Full-Time,Data Engineer,148000,USD,148000,US,Fully Remote,United States,M
2022,Senior-level,Full-Time,Data Scientist,125000,USD,125000,CO,Fully Remote,Colombia,L
2023,Executive-level,Full-Time,Data Engineer,234000,USD,234000,US,On-site,United States,M
2024,Entry-level/Junior,Full-Time,Data Analyst,47500,USD,47500,US,On-site,United States,M
2023,Executive-level,Full-Time,Data Engineer,174500,USD,174500,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Researcher,145900,USD,145900,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Analyst,94400,USD,94400,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Architect,159500,USD,159500,US,On-site,United States,M
2024,Entry-level/Junior,Full-Time,Data Analyst,87400,USD,87400,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Engineer,253200,USD,253200,US,On-site,United States,M
2022,Mid-level,Full-Time,Data Researcher,120000,EUR,126080,DE,On-site,Germany,S
2023,Senior-level,Full-Time,Business Intelligence,138000,USD,138000,US,On-site,United States,M
2023,Mid-level,Full-Time,Machine Learning Engineer,235000,USD,235000,US,On-site,United States,M
2022,Senior-level,Full-Time,Data Analyst,89200,USD,89200,US,Fully Remote,United States,M
2022,Senior-level,Full-Time,Data Engineer,161000,USD,161000,US,Fully Remote,United States,M
2024,Entry-level/Junior,Full-Time,Data Engineer,135000,USD,135000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Engineer,168400,USD,168400,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Architect,185000,USD,185000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Analyst,150000,USD,150000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Analyst,72000,USD,72000,US,Fully Remote,United States,M
2024,Senior-level,Full-Time,Data Developer,130000,USD,130000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,152022,USD,152022,US,On-site,United States,M
2023,Mid-level,Full-Time,Machine Learning Engineer,60000,GBP,73824,GB,On-site,United Kingdom,L
2023,Senior-level,Full-Time,Data Engineer,140000,USD,140000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Analyst,94770,USD,94770,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Researcher,168000,USD,168000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Analyst,82000,USD,82000,US,On-site,United States,M
2024,Mid-level,Full-Time,Data Scientist,80000,USD,80000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Engineer,245000,USD,245000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Engineer,199000,USD,199000,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Developer,95000,USD,95000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,203000,USD,203000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Scientist,172000,USD,172000,US,Fully Remote,United States,M
2024,Senior-level,Full-Time,Data Scientist,71250,USD,71250,US,On-site,United States,M
2022,Senior-level,Full-Time,Data Analyst,35000,EUR,36773,ES,On-site,Spain,M
2023,Mid-level,Full-Time,Data Analyst,120000,USD,120000,US,Fully Remote,United States,M
2022,Senior-level,Full-Time,Data Scientist,175000,USD,175000,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Scientist,234700,USD,234700,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Scientist,160000,USD,160000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,130000,USD,130000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Scientist,101500,USD,101500,US,On-site,United States,M
2022,Senior-level,Full-Time,Data Scientist,208000,USD,208000,US,Fully Remote,United States,M
2024,Senior-level,Full-Time,Machine Learning Engineer,250900,USD,250900,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,222200,USD,222200,US,On-site,United States,L
2023,Senior-level,Full-Time,Data Engineer,153600,USD,153600,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Analyst,86146,EUR,95717,NL,Fully Remote,Netherlands,M
2023,Senior-level,Full-Time,Data Scientist,240000,USD,240000,US,Fully Remote,United States,M
2022,Senior-level,Full-Time,Data Scientist,141525,USD,141525,US,Fully Remote,United States,M
2024,Senior-level,Full-Time,Data Scientist,54000,GBP,67500,US,On-site,United States,M
2022,Senior-level,Full-Time,Data Engineer,110000,USD,110000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,172100,USD,172100,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Researcher,300000,USD,300000,GB,On-site,United Kingdom,M
2024,Mid-level,Full-Time,Business Intelligence,106100,USD,106100,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,183500,USD,183500,US,Fully Remote,United States,M
2024,Senior-level,Full-Time,Data Scientist,157850,USD,157850,US,Fully Remote,United States,M
2023,Mid-level,Full-Time,Data Analyst,80000,USD,80000,US,Fully Remote,United States,M
2023,Mid-level,Full-Time,Machine Learning Engineer,130000,USD,130000,US,On-site,United States,M
2024,Mid-level,Full-Time,Data Engineer,140900,USD,140900,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,145000,USD,145000,US,Fully Remote,United States,M
2024,Mid-level,Full-Time,Machine Learning Engineer,160000,USD,160000,US,Fully Remote,United States,M
2024,Senior-level,Full-Time,Data Engineer,165000,USD,165000,US,Fully Remote,United States,M
2024,Mid-level,Full-Time,Data Engineer,116550,USD,116550,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Engineer,95000,USD,95000,US,On-site,United States,M
2024,Mid-level,Full-Time,Data Analyst,80000,USD,80000,US,On-site,United States,M
2024,Mid-level,Full-Time,Data Engineer,117400,USD,117400,US,On-site,United States,M
2023,Mid-level,Full-Time,Machine Learning Engineer,204500,USD,204500,US,On-site,United States,M
2020,Mid-level,Full-Time,Machine Learning Engineer,44000,EUR,50180,PT,On-site,Portugal,M
2024,Entry-level/Junior,Full-Time,Business Intelligence,99000,USD,99000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Engineer,175308,USD,175308,US,On-site,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,142200,USD,142200,CA,On-site,Canada,M
2024,Mid-level,Full-Time,Data Scientist,93300,USD,93300,EG,On-site,Egypt,M
2022,Senior-level,Full-Time,Data Engineer,175000,USD,175000,US,Fully Remote,United States,M
2022,Senior-level,Full-Time,Data Engineer,130000,USD,130000,US,On-site,United States,M
2022,Entry-level/Junior,Full-Time,Data Analyst,48000,USD,48000,US,Hybrid,United States,L
2024,Senior-level,Full-Time,Data Scientist,109400,USD,109400,US,On-site,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,119250,USD,119250,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,140100,USD,140100,US,On-site,United States,L
2024,Senior-level,Full-Time,Data Researcher,70000,GBP,87500,GB,On-site,United Kingdom,M
2023,Senior-level,Full-Time,Machine Learning Engineer,247250,USD,247250,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,216100,USD,216100,US,On-site,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,180000,USD,180000,US,On-site,United States,M
2023,Entry-level/Junior,Full-Time,Data Operation,82800,USD,82800,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Engineer,170000,USD,170000,US,On-site,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,188800,USD,188800,US,Fully Remote,United States,M
2024,Senior-level,Full-Time,Machine Learning Engineer,240000,USD,240000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Engineer,154000,USD,154000,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Scientist,238400,USD,238400,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Researcher,323300,USD,323300,US,On-site,United States,M
2022,Mid-level,Full-Time,Data Analyst,150000,USD,150000,US,Fully Remote,United States,L
2023,Senior-level,Full-Time,Machine Learning Engineer,290000,USD,290000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Engineer,120000,USD,120000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Engineer,180000,USD,180000,US,Fully Remote,United States,M
2022,Mid-level,Full-Time,Data Researcher,100000,USD,100000,US,Fully Remote,United States,M
2024,Senior-level,Full-Time,Machine Learning Engineer,177300,USD,177300,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Scientist,140000,USD,140000,US,Fully Remote,United States,M
2024,Entry-level/Junior,Full-Time,Data Operation,51375,USD,51375,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Analyst,110000,USD,110000,US,On-site,United States,M
2024,Entry-level/Junior,Full-Time,Machine Learning Engineer,105000,CAD,80769,CA,Hybrid,Canada,M
2024,Executive-level,Full-Time,Machine Learning Engineer,290000,USD,290000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Engineer,139400,USD,139400,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,168000,USD,168000,US,Fully Remote,United States,M
2023,Entry-level/Junior,Full-Time,Data Engineer,48000,USD,48000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Business Intelligence,115600,USD,115600,US,On-site,United States,M
2024,Mid-level,Full-Time,Data Engineer,140000,USD,140000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,359170,USD,359170,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,125000,USD,125000,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Scientist,222200,USD,222200,US,On-site,United States,L
2023,Senior-level,Full-Time,Data Engineer,135000,USD,135000,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Engineer,120000,USD,120000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,179000,USD,179000,US,On-site,United States,M
2024,Mid-level,Full-Time,Data Scientist,88995,USD,88995,AU,On-site,Australia,M
2023,Senior-level,Full-Time,Data Engineer,170200,USD,170200,US,On-site,United States,M
2022,Senior-level,Full-Time,Data Scientist,191475,USD,191475,US,Fully Remote,United States,M
2024,Mid-level,Full-Time,Data Management,47700,USD,47700,US,On-site,United States,M
2022,Mid-level,Full-Time,Data Analyst,100000,USD,100000,US,On-site,United States,M
2024,Executive-level,Full-Time,Data Analyst,175000,USD,175000,US,On-site,United States,M
2022,Senior-level,Full-Time,Data Scientist,230000,USD,230000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Researcher,107100,USD,107100,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Architect,280100,USD,280100,US,Fully Remote,United States,M
2022,Senior-level,Full-Time,Data Analyst,99750,USD,99750,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Business Intelligence,225000,USD,225000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Analyst,75000,USD,75000,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Scientist,218000,USD,218000,US,On-site,United States,M
2021,Mid-level,Full-Time,Data Analyst,100000,USD,100000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Engineer,185900,USD,185900,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Scientist,172000,USD,172000,US,On-site,United States,M
2022,Senior-level,Full-Time,Data Architect,180000,USD,180000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Scientist,215625,USD,215625,US,Fully Remote,United States,M
2023,Entry-level/Junior,Full-Time,Data Analyst,41419,USD,41419,US,Fully Remote,United States,M
2023,Executive-level,Full-Time,Data Management,230000,USD,230000,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Analyst,105000,USD,105000,US,Fully Remote,United States,M
2023,Mid-level,Full-Time,Data Analyst,80000,GBP,98432,GB,On-site,United Kingdom,M
2024,Senior-level,Full-Time,Data Scientist,161900,USD,161900,US,On-site,United States,M
2024,Mid-level,Full-Time,Data Analyst,65000,USD,65000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Engineer,215000,USD,215000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Analyst,120350,USD,120350,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Analyst,110000,USD,110000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Analyst,150000,USD,150000,US,Fully Remote,United States,M
2022,Senior-level,Full-Time,Data Engineer,50000,USD,50000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Scientist,359170,USD,359170,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,45000,EUR,48585,ES,On-site,Spain,M
2023,Senior-level,Full-Time,Data Engineer,225300,USD,225300,US,On-site,United States,M
2023,Senior-level,Full-Time,Business Intelligence,360000,TRY,18381,TR,Fully Remote,Turkey,L
2023,Senior-level,Full-Time,Data Architect,110000,USD,110000,US,Fully Remote,United States,M
2024,Executive-level,Full-Time,Data Management,210000,USD,210000,US,On-site,United States,M
2022,Senior-level,Full-Time,Data Analyst,123648,USD,123648,US,On-site,United States,M
2022,Senior-level,Full-Time,Data Engineer,160000,USD,160000,US,On-site,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,105500,USD,105500,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Analyst,120350,USD,120350,US,Fully Remote,United States,M
